Uniprot	Gene Symbol
UniProtKB:Q6ZRV2	FAM83H
UniProtKB:O60907	TBL1X
UniProtKB:Q9P0V9	SEPTIN10
UniProtKB:A5D8V7	ODAD3
UniProtKB:Q0VDD8	DNAH14
UniProtKB:Q96CW5	TUBGCP3
UniProtKB:P62491	RAB11A
UniProtKB:Q14694	USP10
UniProtKB:Q14683	SMC1A
UniProtKB:Q14679	TTLL4
UniProtKB:Q14678	KANK1
UniProtKB:Q14674	ESPL1
UniProtKB:Q14651	PLS1
UniProtKB:Q5VTH9	DNAI4
UniProtKB:Q9Y613	FHOD1
UniProtKB:P52732	KIF11
UniProtKB:Q9Y5Q5	CORIN
UniProtKB:P52789	HK2
UniProtKB:Q9Y5X1	SNX9
UniProtKB:Q6P656	CFAP161
UniProtKB:Q6P5Q4	LMOD2
UniProtKB:P62328	TMSB4X
UniProtKB:Q14533	KRT81
UniProtKB:Q14532	KRT32
UniProtKB:Q14525	KRT33B
UniProtKB:Q7Z6J6	FRMD5
UniProtKB:Q7Z6J4	FGD2
UniProtKB:Q7Z6G8	ANKS1B
UniProtKB:Q7Z6E9	RBBP6
UniProtKB:Q7Z5V6	SAXO4
UniProtKB:Q5T5P2	KIAA1217
UniProtKB:Q7Z5R6	APBB1IP
UniProtKB:A9QM74	KPNA7
UniProtKB:Q7KZI7	MARK2
UniProtKB:P18564	ITGB6
UniProtKB:Q00613	HSF1
UniProtKB:Q00610	CLTC
UniProtKB:Q07343	PDE4B
UniProtKB:P11801	PSKH1
UniProtKB:Q7Z5K2	WAPL
UniProtKB:P18510	IL1RN
UniProtKB:Q6ZTR5	CFAP47
UniProtKB:Q9BVQ7	AFG2B
UniProtKB:Q9BW30	TPPP3
UniProtKB:Q6ZTW0	TPGS1
UniProtKB:P0CAP1	MYZAP
UniProtKB:Q6L8H4	KRTAP5-1
UniProtKB:Q6L8H2	KRTAP5-3
UniProtKB:Q6L8H1	KRTAP5-4
UniProtKB:Q6L8G9	KRTAP5-6
UniProtKB:Q6L8G8	KRTAP5-7
UniProtKB:Q9BW83	IFT27
UniProtKB:Q6L8G5	KRTAP5-10
UniProtKB:Q6L8G4	KRTAP5-11
UniProtKB:Q68DK2	ZFYVE26
UniProtKB:Q7Z591	AKNA
UniProtKB:Q7Z4W3	KRTAP19-3
UniProtKB:Q7Z4W1	DCXR
UniProtKB:P55081	MFAP1
UniProtKB:Q6P597	KLC3
UniProtKB:P35908	KRT2
UniProtKB:P35900	KRT20
UniProtKB:O75351	VPS4B
UniProtKB:P49368	CCT3
UniProtKB:Q14498	RBM39
ComplexPortal:CPX-8163	rs_ciliar_human
UniProtKB:A1XBS5	CIBAR1
UniProtKB:P05141	SLC25A5
UniProtKB:P05109	S100A8
UniProtKB:A6NCN2	KRT87P
UniProtKB:Q0VAK6	LMOD3
UniProtKB:A6NCJ1	TEKTIP1
UniProtKB:A6NCE7	MAP1LC3B2
UniProtKB:Q6P3W2	DNAJC24
UniProtKB:P15311	EZR
ComplexPortal:CPX-8086	n-drc_human
UniProtKB:A6NC98	CCDC88B
UniProtKB:P05062	ALDOB
UniProtKB:Q14315	FLNC
UniProtKB:P0C5Y4	KRTAP1-4
UniProtKB:P35749	MYH11
UniProtKB:P22674	CCNO
UniProtKB:P49841	GSK3B
UniProtKB:P49810	PSEN2
UniProtKB:Q9C0I9	LRRC27
UniProtKB:Q9C0H9	SRCIN1
UniProtKB:Q9C0H6	KLHL4
UniProtKB:Q9C0H5	ARHGAP39
UniProtKB:Q9C0G6	DNAH6
UniProtKB:Q9C0F1	CEP44
UniProtKB:Q9C0D6	FHDC1
UniProtKB:Q9C0D2	CEP295
UniProtKB:Q9C0C7	AMBRA1
UniProtKB:Q9C0C2	TNKS1BP1
UniProtKB:Q9C0B2	CFAP74
UniProtKB:Q6IE81	JADE1
UniProtKB:P19022	CDH2
UniProtKB:P19013	KRT4
UniProtKB:P19012	KRT15
UniProtKB:Q9C099	LRRCC1
UniProtKB:Q6PB30	CSAG1
UniProtKB:Q9C075	KRT23
UniProtKB:P49773	HINT1
UniProtKB:P49768	PSEN1
UniProtKB:P49761	CLK3
UniProtKB:P49754	VPS41
UniProtKB:Q9C026	TRIM9
UniProtKB:P0C881	RSPH10B
UniProtKB:P59998	ARPC4
UniProtKB:P59991	KRTAP12-2
UniProtKB:P59990	KRTAP12-1
UniProtKB:Q01094	E2F1
UniProtKB:Q01082	SPTBN1
UniProtKB:P12271	RLBP1
UniProtKB:P12270	TPR
UniProtKB:P42684	ABL2
UniProtKB:P42680	TEC
UniProtKB:P49356	FNTB
UniProtKB:P49354	FNTA
UniProtKB:Q96A32	MYL11
UniProtKB:O43597	SPRY2
UniProtKB:O43586	PSTPIP1
UniProtKB:Q9Y2D1	ATF5
UniProtKB:O43566	RGS14
UniProtKB:O43556	SGCE
UniProtKB:O43543	XRCC2
UniProtKB:Q96A65	EXOC4
UniProtKB:O43516	WIPF1
UniProtKB:P25786	PSMA1
UniProtKB:Q6P4I2	WDR73
UniProtKB:Q8ND83	SLAIN1
UniProtKB:A6NL82	CFAP144
UniProtKB:P05976	MYL1
UniProtKB:P05937	CALB1
UniProtKB:Q6P582	MZT2A
UniProtKB:O43491	EPB41L2
UniProtKB:O43474	KLF4
UniProtKB:O43464	HTRA2
UniProtKB:P52739	ZNF131
UniProtKB:A6NKF1	SAC3D1
UniProtKB:A6NJV1	CIMIP2C
UniProtKB:P49137	MAPKAPK2
UniProtKB:P0C1Z6	TFPT
UniProtKB:A6NK02	TRIM75
UniProtKB:O43379	WDR62
UniProtKB:Q5VU69	CFAP141
UniProtKB:Q5VU57	AGBL4
UniProtKB:Q5VTT2	CFAP95
UniProtKB:O43353	RIPK2
UniProtKB:Q5VU43	PDE4DIP
UniProtKB:M0R2J8	DCDC1
UniProtKB:O43312	MTSS1
UniProtKB:O43303	CCP110
UniProtKB:Q5VTH2	CFAP126
UniProtKB:Q2MV58	TCTN1
UniProtKB:P62826	RAN
UniProtKB:P05787	KRT8
UniProtKB:P05783	KRT18
UniProtKB:P05771	PRKCB
UniProtKB:P49006	MARCKSL1
UniProtKB:P52333	JAK3
UniProtKB:A0MZ66	SHTN1
UniProtKB:O43292	GPAA1
UniProtKB:Q70YC5	ZNF365
UniProtKB:Q70YC4	ZNF365
UniProtKB:P52566	ARHGDIB
UniProtKB:P52564	MAP2K6
UniProtKB:P59282	TPPP2
UniProtKB:Q9Y448	KNSTRN
UniProtKB:O43264	ZW10
UniProtKB:Q27J81	INF2
UniProtKB:O43237	DYNC1LI2
UniProtKB:O43236	SEPTIN4
UniProtKB:Q5VT25	CDC42BPA
UniProtKB:Q684P5	RAP1GAP2
UniProtKB:Q04759	PRKCQ
UniProtKB:Q5VT06	CEP350
UniProtKB:P08151	GLI1
UniProtKB:A8MYP8	CIMAP1B
UniProtKB:Q7Z3Z0	KRT25
UniProtKB:Q7Z3Y9	KRT26
UniProtKB:Q7Z3Y8	KRT27
UniProtKB:Q7Z3Y7	KRT28
UniProtKB:Q7Z460	CLASP1
UniProtKB:Q7Z406	MYH14
UniProtKB:Q07157	TJP1
UniProtKB:Q70E73	RAPH1
UniProtKB:A8MXZ3	KRTAP9-1
UniProtKB:Q7Z3E5	ARMC9
UniProtKB:Q9BXU7	USP26
UniProtKB:Q9BXW4	MAP1LC3C
UniProtKB:Q96M11	HYLS1
UniProtKB:Q7RTS7	KRT74
UniProtKB:Q7RTR2	NLRC3
UniProtKB:Q7RTP6	MICAL3
UniProtKB:P18283	GPX2
UniProtKB:P26045	PTPN3
UniProtKB:Q07065	CKAP4
UniProtKB:P11509	CYP2A6
UniProtKB:Q2KJY2	KIF26B
UniProtKB:P57679	EVC
UniProtKB:O43896	KIF1C
UniProtKB:A4UGR9	XIRP2
UniProtKB:O43822	CFAP410
UniProtKB:P59827	BPIFB4
UniProtKB:O43809	NUDT21
UniProtKB:O43805	SSNA1
UniProtKB:Q5VYK3	ECPAS
UniProtKB:Q6IBS0	TWF2
UniProtKB:Q3ZCM7	TUBB8
UniProtKB:Q14194	CRMP1
UniProtKB:A6NNZ2	TUBB8B
UniProtKB:A5A3E0	POTEF
UniProtKB:P42858	HTT
UniProtKB:P29074	PTPN4
UniProtKB:Q3LI83	KRTAP24-1
UniProtKB:Q3LI81	KRTAP27-1
UniProtKB:Q3LI77	KRTAP13-4
UniProtKB:Q3LI76	KRTAP15-1
UniProtKB:Q3LI73	KRTAP19-4
UniProtKB:Q3LI72	KRTAP19-5
UniProtKB:Q3LI70	KRTAP19-6
UniProtKB:Q587J8	KHDC3L
UniProtKB:Q3LI68	KRTAP22-2
UniProtKB:Q3LI67	KRTAP6-3
UniProtKB:Q3LI66	KRTAP6-2
UniProtKB:Q3LI64	KRTAP6-1
UniProtKB:Q3LI63	KRTAP20-1
UniProtKB:Q3LI62	KRTAP20-4
UniProtKB:Q3LI61	KRTAP20-2
UniProtKB:Q3LI60	KRTAP20-3
UniProtKB:A6NNM8	TTLL13
UniProtKB:O43795	MYO1B
UniProtKB:Q3LI58	KRTAP21-1
UniProtKB:A6NNM3	RIMBP3B
UniProtKB:O43790	KRT86
UniProtKB:O43781	DYRK3
UniProtKB:Q14541	HNF4G
UniProtKB:Q3LHN2	KRTAP19-2
UniProtKB:Q3LHN1	KRTAP21-3
UniProtKB:Q3LHN0	KRTAP25-1
UniProtKB:P12036	NEFH
UniProtKB:P12035	KRT3
UniProtKB:O43707	ACTN4
UniProtKB:P12004	PCNA
UniProtKB:P42768	WAS
UniProtKB:O95359	TACC2
UniProtKB:P49454	CENPF
UniProtKB:P42704	LRPPRC
UniProtKB:P49418	AMPH
UniProtKB:A7KAX9	ARHGAP32
UniProtKB:O43670	ZNF207
UniProtKB:Q5HY92	FIGN
UniProtKB:O43294	TGFB1I1
UniProtKB:Q6P9G0	CYB5D1
UniProtKB:Q6EMB2	TTLL5
UniProtKB:P05067	APP
UniProtKB:P08F94	PKHD1
UniProtKB:Q3B820	FAM161A
UniProtKB:P21917	DRD4
UniProtKB:O43189	PHF1
UniProtKB:O43182	ARHGAP6
UniProtKB:A6NHL2	TUBAL3
UniProtKB:O75112	LDB3
UniProtKB:O43166	SIPA1L1
UniProtKB:O43164	PJA2
UniProtKB:Q04695	KRT17
UniProtKB:O75147	OBSL1
UniProtKB:O95613	PCNT
UniProtKB:P62699	YPEL5
UniProtKB:O75161	NPHP4
UniProtKB:P62714	PPP2CB
UniProtKB:Q08AG7	MZT1
UniProtKB:Q1MSJ5	CSPP1
UniProtKB:Q8NF99	ZNF397
UniProtKB:Q3SYG4	BBS9
UniProtKB:Q0VF96	CGNL1
UniProtKB:Q6JBY9	RCSD1
UniProtKB:Q6S8J3	POTEE
UniProtKB:Q6X4W1	NSMF
UniProtKB:Q9BQI0	AIF1L
UniProtKB:Q14847	LASP1
UniProtKB:Q14839	CHD4
UniProtKB:A0A140TA67	KRTAP9-6
UniProtKB:A0A140TA64	LOC100996750
UniProtKB:Q14807	KIF22
UniProtKB:A0A140TA62	LOC100653049
UniProtKB:Q4LDG9	DNAL1
UniProtKB:P52565	ARHGDIA
UniProtKB:P59074	CHMP4BP1
UniProtKB:G5E9R7	KRTAP4-16
UniProtKB:Q96CF2	CHMP4C
UniProtKB:P49023	PXN
UniProtKB:P42081	CD86
UniProtKB:Q14999	CUL7
UniProtKB:Q0VFZ6	CFAP210
UniProtKB:Q717R9	CYS1
UniProtKB:Q14790	CASP8
UniProtKB:O43426	SYNJ1
UniProtKB:Q14764	MVP
UniProtKB:P42025	ACTR1B
UniProtKB:Q2I0M4	LRRC26
UniProtKB:A6NFT4	CFAP73
UniProtKB:Q2VIQ3	KIF4B
UniProtKB:P15924	DSP
UniProtKB:O43924	PDE6D
UniProtKB:Q5HYA8	TMEM67
ComplexPortal:CPX-8696	acpc_human-1
ComplexPortal:CPX-8695	acpc_human
UniProtKB:Q14994	NR1I3
UniProtKB:Q14990	ODF1
UniProtKB:P62736	ACTA2
UniProtKB:Q14980	NUMA1
UniProtKB:P47755	CAPZA2
UniProtKB:A6NI79	CCDC69
UniProtKB:O43903	GAS2
UniProtKB:P59910	DNAJB13
UniProtKB:P0C7H8	KRTAP2-3
UniProtKB:Q5VZK9	CARMIL1
UniProtKB:Q6ICG8	WBP2NL
UniProtKB:Q6F5E8	CARMIL2
UniProtKB:P49619	DGKG
UniProtKB:Q04912	MST1R
UniProtKB:Q9Y2X7	GIT1
UniProtKB:Q5VUJ9	EFCAB2
UniProtKB:Q9Y2Y0	ARL2BP
UniProtKB:Q96AJ1	CLUAP1
UniProtKB:A6NJZ7	RIMBP3C
UniProtKB:A8MUX0	KRTAP16-1
UniProtKB:P48788	TNNI2
UniProtKB:O76041	NEBL
UniProtKB:O76039	CDKL5
UniProtKB:P21554	CNR1
UniProtKB:P28289	TMOD1
UniProtKB:Q7L5Y9	MAEA
UniProtKB:O76015	KRT38
UniProtKB:O76014	KRT37
UniProtKB:O76013	KRT36
UniProtKB:O76011	KRT34
UniProtKB:O76009	KRT33A
UniProtKB:Q2KHM9	KIAA0753
UniProtKB:Q3YEC7	RABL6
UniProtKB:P48730	CSNK1D
UniProtKB:P48729	CSNK1A1
UniProtKB:Q9BPU9	B9D2
UniProtKB:P28223	HTR2A
UniProtKB:Q8IVT2	MISP
UniProtKB:P11277	SPTB
UniProtKB:P31749	AKT1
UniProtKB:Q3V6T2	CCDC88A
UniProtKB:P26371	KRTAP5-9
UniProtKB:Q00013	MPP1
UniProtKB:Q00005	PPP2R2B
UniProtKB:Q15051	IQCB1
UniProtKB:P02585	TNNC2
UniProtKB:Q9BSU3	NAA11
UniProtKB:Q9BST9	RTKN
UniProtKB:Q6WCQ1	MPRIP
UniProtKB:Q6ZQR2	CFAP77
UniProtKB:P02549	SPTA1
UniProtKB:P02545	LMNA
UniProtKB:Q9BT25	HAUS8
UniProtKB:Q9BT23	LIMD2
UniProtKB:Q6ZR08	DNAH12
UniProtKB:P02538	KRT6A
UniProtKB:P02533	KRT14
UniProtKB:Q9BT04	FUZ
UniProtKB:P02511	CRYAB
UniProtKB:Q9BSK0	MARVELD1
UniProtKB:O60566	BUB1B
UniProtKB:Q9BSJ2	TUBGCP2
UniProtKB:Q9BSH3	NICN1
UniProtKB:Q5T2S8	ODAD2
UniProtKB:O60504	SORBS3
UniProtKB:P12755	SKI
UniProtKB:Q01546	KRT76
UniProtKB:Q6PEY2	TUBA3E
UniProtKB:Q01518	CAP1
UniProtKB:Q6PEX3	KRTAP26-1
UniProtKB:P19429	TNNI3
UniProtKB:Q5SQI0	ATAT1
UniProtKB:Q08211	DHX9
UniProtKB:Q1W6H9	FAM110C
UniProtKB:Q6PF05	TTC23L
UniProtKB:Q9P2Y5	UVRAG
UniProtKB:Q9BRQ4	CFAP300
UniProtKB:P09172	DBH
UniProtKB:Q17RS7	GEN1
UniProtKB:Q9BRK0	REEP2
UniProtKB:O60447	EVI5
UniProtKB:O60437	PPL
UniProtKB:Q01484	ANK2
UniProtKB:Q0P6D6	CCDC15
UniProtKB:Q5T1M5	FKBP15
UniProtKB:P19320	VCAM1
UniProtKB:Q5T1H1	EYS
UniProtKB:Q9H254	SPTBN4
UniProtKB:Q9H251	CDH23
UniProtKB:Q9UJZ1	STOML2
UniProtKB:Q16539	MAPK14
UniProtKB:Q9UJX4	ANAPC5
UniProtKB:Q9UJX3	ANAPC7
UniProtKB:Q5JTW2	CEP78
UniProtKB:Q9UJW0	DCTN4
UniProtKB:Q6ZU15	SEPTIN14
UniProtKB:Q9BW27	NUP85
UniProtKB:Q9BW19	KIFC1
UniProtKB:P46108	CRK
UniProtKB:Q9BVN2	RUSC1
UniProtKB:Q5T5Y3	CAMSAP1
UniProtKB:O60890	OPHN1
UniProtKB:Q68CZ6	HAUS3
UniProtKB:Q68CZ2	TNS3
UniProtKB:Q68CZ1	RPGRIP1L
UniProtKB:Q6PIF6	MYO7B
UniProtKB:Q6ZTI6	RFLNA
UniProtKB:P53814	SMTN
UniProtKB:Q2TAC2	CCDC57
UniProtKB:Q13416	ORC2
UniProtKB:Q13425	SNTB2
UniProtKB:Q8N3V7	SYNPO
UniProtKB:Q8N3U4	STAG2
UniProtKB:Q8N443	RIBC1
UniProtKB:Q8N427	NME8
UniProtKB:Q14511	NEDD9
UniProtKB:P25713	MT3
UniProtKB:P52824	DGKQ
UniProtKB:A4QMS7	CFAP90
UniProtKB:Q86Y46	KRT73
UniProtKB:Q86XR8	CEP57
UniProtKB:Q86XP1	DGKH
UniProtKB:Q86XK3	SFR1
UniProtKB:Q86XJ1	GAS2L3
UniProtKB:Q13153	PAK1
UniProtKB:Q495M9	USH1G
ComplexPortal:CPX-2490	arp2_3_human-6
UniProtKB:Q9GZN1	ACTR6
UniProtKB:P23396	RPS3
UniProtKB:O43663	PRC1
UniProtKB:P32455	GBP1
UniProtKB:O43633	CHMP2A
UniProtKB:P52907	CAPZA1
UniProtKB:Q5VWP2	TENT5C
UniProtKB:O43602	DCX
UniProtKB:Q53GT1	KLHL22
UniProtKB:P63167	DYNLL1
UniProtKB:O94964	MTCL2
UniProtKB:P41743	PRKCI
UniProtKB:P63172	DYNLT1
UniProtKB:Q8N137	CNTROB
UniProtKB:Q8N136	DAW1
UniProtKB:Q86UX7	FERMT3
UniProtKB:P68363	TUBA1B
UniProtKB:Q96EV8	DTNBP1
UniProtKB:P62081	RPS7
UniProtKB:P62079	TSPAN5
UniProtKB:Q9H902	REEP1
UniProtKB:P80723	BASP1
UniProtKB:P23677	ITPKA
UniProtKB:Q9UI95	MAD2L2
UniProtKB:Q96FI4	NEIL1
UniProtKB:Q9UBB4	ATXN10
UniProtKB:Q96FG2	ELMOD3
UniProtKB:P16157	ANK1
UniProtKB:Q8TDZ2	MICAL1
UniProtKB:Q92797	SYMPK
UniProtKB:Q8TDY3	ACTRT2
UniProtKB:Q92785	DPF2
UniProtKB:Q8TDX7	NEK7
UniProtKB:Q8IXS2	CCDC65
UniProtKB:Q92772	CDKL2
UniProtKB:Q8IY33	MICALL2
UniProtKB:Q8IY31	IFT20
UniProtKB:Q92764	KRT35
UniProtKB:Q8TE77	SSH3
UniProtKB:Q8TE73	DNAH5
UniProtKB:Q8IY21	DDX60
UniProtKB:Q99471	PFDN5
UniProtKB:Q99456	KRT12
UniProtKB:Q8TDR0	TRAF3IP1
UniProtKB:Q99439	CNN2
UniProtKB:Q99426	TBCB
UniProtKB:Q8IXJ6	SIRT2
UniProtKB:Q8TDM6	DLG5
UniProtKB:Q8IXH8	CDH26
UniProtKB:Q15154	PCM1
UniProtKB:Q15149	PLEC
UniProtKB:P46821	MAP1B
UniProtKB:Q15131	CDK10
UniProtKB:Q15121	PEA15
UniProtKB:Q8TDG2	ACTRT1
UniProtKB:Q8TDC3	BRSK1
UniProtKB:Q8TDC0	MYOZ3
UniProtKB:P0CG39	POTEJ
UniProtKB:P0CG38	POTEI
UniProtKB:P0CG35	TMSB15B
UniProtKB:P0CG34	TMSB15A
UniProtKB:Q8IWZ6	BBS7
UniProtKB:Q8IX90	SKA3
UniProtKB:Q0ZLH3	PJVK
UniProtKB:O60861	GAS7
UniProtKB:Q68D86	CCDC102B
UniProtKB:Q5T5U3	ARHGAP21
UniProtKB:Q5T655	CFAP58
UniProtKB:Q9BVG8	KIFC3
UniProtKB:O60826	CCDC22
UniProtKB:Q6ZTA4	TRIM67
UniProtKB:Q9BVA1	TUBB2B
UniProtKB:Q9BVA0	KATNB1
UniProtKB:Q68CL5	TPGS2
UniProtKB:Q6ZSZ5	ARHGEF18
UniProtKB:Q9BUZ4	TRAF4
UniProtKB:Q6ZT98	TTLL7
UniProtKB:Q9BUW7	BBLN
UniProtKB:Q9BV73	CEP250
UniProtKB:P46060	RANGAP1
UniProtKB:Q5BKY1	LRRC10
UniProtKB:Q5T5A4	CFAP276
UniProtKB:P09496	CLTA
UniProtKB:P09493	TPM1
UniProtKB:Q9BV36	MLPH
UniProtKB:P29966	MARCKS
UniProtKB:Q9BUN5	CCDC28B
UniProtKB:Q9BUL9	RPP25
UniProtKB:O60763	USO1
UniProtKB:Q5T4S7	UBR4
UniProtKB:O60733	PLA2G6
UniProtKB:A6NK89	RASSF10
UniProtKB:O60729	CDC14B
UniProtKB:Q9BUF5	TUBB6
UniProtKB:O60711	LPXN
UniProtKB:Q08499	PDE4D
UniProtKB:Q08495	DMTN
UniProtKB:Q6ZSB9	ZBTB49
UniProtKB:P12931	SRC
UniProtKB:Q9BTX1	NDC1
ComplexPortal:CPX-5665	krt25-krt71_human
ComplexPortal:CPX-5664	krt80-krt82_human
ComplexPortal:CPX-5663	krt36-krt86_human
ComplexPortal:CPX-5662	krt1-krt10_human
ComplexPortal:CPX-5661	krt8-krt18_human
UniProtKB:Q9BTW9	TBCD
UniProtKB:Q9BTV5	FSD1
ComplexPortal:CPX-5643	kin-mis12_human
UniProtKB:Q9P0W8	SPATA7
UniProtKB:Q6PGN9	PSRC1
ComplexPortal:CPX-2643	adducin_ag_human
UniProtKB:Q15691	MAPRE1
ComplexPortal:CPX-2638	adducin_ab_human
UniProtKB:P83916	CBX1
ComplexPortal:CPX-2626	odad_human
UniProtKB:Q15678	PTPN14
UniProtKB:Q6TDP4	KLHL17
UniProtKB:Q5TBA9	FRY
UniProtKB:Q8WWN8	ARAP3
UniProtKB:Q15654	TRIP6
UniProtKB:Q15650	TRIP4
UniProtKB:Q15643	TRIP11
UniProtKB:Q15642	TRIP10
UniProtKB:Q8WWL7	CCNB3
UniProtKB:Q8WWL2	SPIRE2
UniProtKB:Q08AE8	SPIRE1
UniProtKB:Q8WWK9	CKAP2
UniProtKB:Q15628	TRADD
UniProtKB:Q155Q3	DIXDC1
UniProtKB:Q08AD1	CAMSAP2
UniProtKB:O00592	PODXL
UniProtKB:O00590	ACKR2
UniProtKB:Q8WWB3	DYDC1
UniProtKB:P01911	HLA-DRB1
UniProtKB:Q05397	PTK2
UniProtKB:O00571	DDX3X
UniProtKB:P16581	SELE
UniProtKB:O00560	SDCBP
UniProtKB:O00522	KRIT1
UniProtKB:O00515	LAD1
ComplexPortal:CPX-2586	arp2_3_human-4
ComplexPortal:CPX-2583	arp2_3_human-3
UniProtKB:Q8WVV4	POF1B
UniProtKB:Q99871	HAUS7
ComplexPortal:CPX-2579	arp2_3_human-1
ComplexPortal:CPX-2572	tpgc_human
UniProtKB:Q71U36	TUBA1A
UniProtKB:Q8WVS4	DYNC2I1
UniProtKB:Q99835	SMO
UniProtKB:Q99832	CCT7
UniProtKB:Q99828	CIB1
UniProtKB:Q8WW24	TEKT4
UniProtKB:Q99816	TSG101
UniProtKB:Q15573	TAF1A
UniProtKB:P63316	TNNC1
UniProtKB:Q99805	TM9SF2
UniProtKB:Q15560	TCEA2
UniProtKB:Q15555	MAPRE2
UniProtKB:Q8WVM7	STAG1
UniProtKB:Q15542	TAF5
UniProtKB:Q15532	SS18
UniProtKB:Q8WVK7	SKA2
UniProtKB:P06241	FYN
UniProtKB:Q8WVJ2	NUDCD2
UniProtKB:P06239	LCK
UniProtKB:Q15942	ZYX
UniProtKB:Q6TGC4	PADI6
UniProtKB:Q05682	CALD1
UniProtKB:Q8WZ74	CTTNBP2
UniProtKB:Q8WYR4	RSPH1
UniProtKB:Q8WYR1	PIK3R5
UniProtKB:P14923	JUP
UniProtKB:Q8WYL5	SSH1
UniProtKB:Q15834	CCDC85B
UniProtKB:Q15814	TBCC
UniProtKB:Q15813	TBCE
UniProtKB:Q5TCZ1	SH3PXD2A
UniProtKB:Q5TCY1	TTBK1
UniProtKB:Q5TD94	RSPH4A
UniProtKB:P51531	SMARCA2
UniProtKB:P53384	NUBP1
UniProtKB:Q4J6C6	PREPL
UniProtKB:P53355	DAPK1
UniProtKB:P53350	PLK1
UniProtKB:Q8WYA6	CTNNBL1
UniProtKB:Q8WYA0	IFT81
UniProtKB:Q8WXX7	AUTS2
UniProtKB:Q8WXX0	DNAH7
UniProtKB:Q8WXW3	PIBF1
UniProtKB:Q8WY64	MYLIP
UniProtKB:Q8WXU2	DNAAF4
UniProtKB:Q8WXR4	MYO3B
UniProtKB:P06493	CDK1
UniProtKB:P43034	PAFAH1B1
UniProtKB:Q15746	MYLK
UniProtKB:P43007	SLC1A4
UniProtKB:Q92519	TRIB2
UniProtKB:Q8TC29	ENKUR
UniProtKB:Q8IVL0	NAV3
UniProtKB:Q8TC05	MDM1
UniProtKB:Q8IVI9	NOSTRIN
UniProtKB:Q8IVF4	DNAH10
UniProtKB:Q8IVE3	PLEKHH2
UniProtKB:Q8IVD9	NUDCD3
UniProtKB:Q8TBB0	THAP6
UniProtKB:Q8IUZ0	LRRC49
UniProtKB:Q8IUW5	RELL1
UniProtKB:Q8IV53	DENND1C
UniProtKB:A6PVL3	KNCN
UniProtKB:Q8IV13	CCNJL
UniProtKB:Q6IQ23	PLEKHA7
UniProtKB:P18206	VCL
UniProtKB:Q9BZW7	TSGA10
UniProtKB:Q8TAP9	MPLKIP
UniProtKB:Q8TAP8	PPP1R35
UniProtKB:Q8TAP6	CEP76
UniProtKB:Q9BZV1	UBXN6
UniProtKB:Q5SYB0	FRMPD1
UniProtKB:P11532	DMD
UniProtKB:Q8TAM6	ERMN
UniProtKB:Q8TAM2	TTC8
UniProtKB:Q8IUG5	MYO18B
UniProtKB:Q8IUG1	KRTAP1-3
UniProtKB:Q9BZQ2	SHCBP1L
UniProtKB:P09972	ALDOC
UniProtKB:P26038	MSN
UniProtKB:Q8IUD2	ERC1
UniProtKB:Q8IUC3	KRTAP7-1
UniProtKB:Q8IUC2	KRTAP8-1
UniProtKB:Q8IUC1	KRTAP11-1
UniProtKB:Q8IUC0	KRTAP13-1
UniProtKB:Q8IUB9	KRTAP19-1
UniProtKB:Q9BZL4	PPP1R12C
UniProtKB:Q9BZK7	TBL1XR1
UniProtKB:Q9BZI7	UPF3B
UniProtKB:Q9BZH6	WDR11
UniProtKB:Q5T9S5	CCDC18
UniProtKB:Q9BZG1	RAB34
UniProtKB:Q9BZF9	UACA
UniProtKB:Q9BZC7	ABCA2
UniProtKB:P56715	RP1
UniProtKB:Q6SZW1	SARM1
UniProtKB:O00399	DCTN6
UniProtKB:Q05193	DNM1
UniProtKB:P36873	PPP1CC
UniProtKB:Q8IZW8	TNS4
UniProtKB:Q92993	KAT5
UniProtKB:Q8IZT6	ASPM
UniProtKB:Q8IZS6	DYNLT2
UniProtKB:Q92974	ARHGEF2
UniProtKB:O00311	CDC7
UniProtKB:Q99698	LYST
UniProtKB:O94886	TMEM63A
UniProtKB:O94854	MACF1
UniProtKB:Q99661	KIF2C
UniProtKB:Q99653	CHP1
UniProtKB:Q92913	FGF13
UniProtKB:O94832	MYO1D
UniProtKB:Q15398	DLGAP5
UniProtKB:O94811	TPPP
UniProtKB:Q53G59	KLHL12
UniProtKB:Q99608	NDN
UniProtKB:Q15334	LLGL1
UniProtKB:Q15323	KRT31
UniProtKB:Q8IZD2	KMT2E
UniProtKB:Q8IZD0	SAMD14
UniProtKB:Q15311	RALBP1
UniProtKB:Q3SXZ7	TTLL9
UniProtKB:Q3SXY8	ARL13B
UniProtKB:Q658L1	SAXO2
UniProtKB:Q9BY60	GABARAPL3
UniProtKB:Q6ZVS7	CFAP144P1
UniProtKB:Q9BXS6	NUSAP1
UniProtKB:Q9BY43	CHMP4A
UniProtKB:P40121	CAPG
UniProtKB:Q0ZGT2	NEXN
UniProtKB:Q9BXM7	PINK1
UniProtKB:Q5T890	ERCC6L2
UniProtKB:A7E2Y1	MYH7B
UniProtKB:Q2M3G4	SHROOM1
UniProtKB:Q5SW79	CEP170
UniProtKB:A7E2U8	CFAP96
UniProtKB:Q9BXF9	TEKT3
UniProtKB:Q9BXF6	RAB11FIP5
UniProtKB:Q6ZVD8	PHLPP2
UniProtKB:Q6ZVD7	STOX1
