Gene_symbol,log2FC_RNA,log2FC_Protein,RNA_diff,Protein_diff,RNA_protein_diff,diff_colour,Final_colour
SPCS2,-0.045392335477623114,-0.3332763736789168,No,No,0.2878840382012937,Small,grey
SPCS3,0.23651254254733356,-0.29540770134228467,No,No,0.5319202438896182,Small,grey
SPDL1,NA,-0.9167915860524047,NA,No,NA,NA,NA
SPECC1,-0.7108974697160524,-0.44716548301848924,No,No,-0.26373198669756315,Small,grey
SPECC1L,0.353943298427013,0.6390113062197695,No,No,-0.28506800779275654,Small,grey
SPEG,0.11405612013592226,0.2978218854069885,No,No,-0.18376576527106625,Small,grey
SPEN,1.1648009993608794,-0.33875834000483174,Up,No,1.5035593393657112,Big,blue
SPG11,0.15942101165796574,-0.4946947072706358,No,No,0.6541157189286015,Small,grey
SPG21,0.3911084734761525,-0.28629380228343315,No,No,0.6774022757595857,Small,grey
SPG7,0.705550106358416,-0.05782363890928721,No,No,0.7633737452677032,Small,grey
SPHKAP,1.8481687652257113,-0.25286146997425085,Up,No,2.1010302351999623,Big,blue
SPIN1,0.04337923785419928,-0.2261790678792419,No,No,0.2695583057334412,Small,grey
SPINDOC,NA,-0.596178845193406,NA,No,NA,NA,NA
SPINT2,-0.9038085216801237,-0.490116616073351,No,No,-0.4136919056067727,Small,grey
SPIRE1,0.7020783941682192,2.419780120213904,No,Up,-1.7177017260456848,Big,ltblue
SPNS1,0.160130527078981,0.053637963602073846,No,No,0.10649256347690716,Small,grey
SPOCK1,-0.7946595420029263,1.3350265834193893,No,Up,-2.1296861254223156,Big,ltblue
SPOCK2,-3.299891450622342,-0.9939989909883442,Down,No,-2.3058924596339976,Big,blue
SPON1,-1.9495605129280202,-2.4232034423135627,Down,Down,0.4736429293855424,Small,yellow
SPPL2B,NA,-0.08254797104944878,NA,No,NA,NA,NA
SPPL3,0.2558734220377117,0.02404547396665091,No,No,0.23182794807106077,Small,grey
SPR,0.5368092687867988,-1.2644481198527373,No,Down,1.8012573886395362,Big,ltblue
SPRED1,-0.33456808474760513,-0.09137435302073449,No,No,-0.24319373172687064,Small,grey
SPRY2,1.095618538481025,2.2981507116042366,Up,Up,-1.2025321731232115,Big,orange
SPRY4,0.524365788374384,1.0624640869466537,No,Up,-0.5380982985722698,Small,ltblue
SPRYD4,-0.054139367636307556,0.23023080787937822,No,No,-0.2843701755156858,Small,grey
SPRYD7,-0.6877703455080093,0.5443205162238103,No,No,-1.2320908617318196,Big,grey
SPTA1,-1.3458159306874258,-2.5344580725161023,Down,Down,1.1886421418286766,Big,orange
SPTAN1,0.7877992177838955,1.2162063721824996,No,Up,-0.4284071543986041,Small,ltblue
SPTB,-1.1293127147826314,-1.937935579605611,Down,Down,0.8086228648229796,Small,yellow
SPTBN1,0.01317085122876005,1.2536027248031747,No,Up,-1.2404318735744146,Big,ltblue
SPTBN2,0.8358469340350583,1.5091072765833022,No,Up,-0.673260342548244,Small,ltblue
SPTBN4,-0.19232871818652342,0.6292781050419727,No,No,-0.8216068232284961,Small,grey
SPTLC1,-0.2667884305859549,-0.8138413193396001,No,No,0.5470528887536452,Small,grey
SPTLC2,-0.8913105677374202,0.20768398786774966,No,No,-1.09899455560517,Big,grey
SQLE,0.5144248305190571,0.18590228819880394,No,No,0.32852254232025313,Small,grey
SQOR,NA,-0.389993187086648,NA,No,NA,NA,NA
SQSTM1,0.19938210886298524,0.35110606091357965,No,No,-0.1517239520505944,Small,grey
SRA1,0.22340720844058026,-0.7273384228020277,No,No,0.9507456312426079,Small,grey
SRBD1,-0.06551934264890324,-0.7050262200842923,No,No,0.639506877435389,Small,grey
SRC,0.8820938190056138,1.0829691396691885,No,Up,-0.20087532066357472,Small,ltblue
SRCAP,0.36672465992290304,-0.6421091957894216,No,No,1.0088338557123246,Big,grey
SRCIN1,-0.3884932939799075,0.7688959712452608,No,No,-1.1573892652251683,Big,grey
SREBF2,0.6950668346942761,-0.2380769830122258,No,No,0.9331438177065019,Small,grey
SREK1,-0.1946949818059177,-0.520905357540105,No,No,0.3262103757341873,Small,grey
SRGAP1,1.4048660623662474,1.6324193612978597,Up,Up,-0.22755329893161225,Small,yellow
SRGAP2,0.3912007202429937,0.8827615634401589,No,No,-0.4915608431971652,Small,grey
SRGAP3,-0.7901397730711608,1.226722430970618,No,Up,-2.0168622040417787,Big,ltblue
SRI,-0.7077754398340956,-0.6218341843820436,No,No,-0.085941255452052,Small,grey
SRM,2.638799136526763,2.8672127191583012,Up,Up,-0.22841358263153833,Small,yellow
SRP14,0.36843616787883793,-0.588468953793603,No,No,0.9569051216724409,Small,grey
SRP19,-6.860613802883719e-4,0.029378603445492146,No,No,-0.030064664825780518,Small,grey
SRP54,0.036390828551146726,-0.27479336811815,No,No,0.31118419666929675,Small,grey
SRP68,0.4256671709561419,-0.2788162239962535,No,No,0.7044833949523954,Small,grey
SRP72,0.37455066066794984,-0.2312191838664983,No,No,0.6057698445344482,Small,grey
SRP9,-0.1200635675338182,-0.5060887634454634,No,No,0.3860251959116452,Small,grey
SRPK1,0.3163947531381499,0.67375416825674606,No,No,-0.35735941511859615,Small,grey
SRPK2,0.14565310102285345,0.43491351901875674,No,No,-0.2892604179959033,Small,grey
SRPRA,NA,-0.1853702906343475,NA,No,NA,NA,NA
SRPRB,-0.9423285924299227,-0.025260182281371613,No,No,-0.9170684101485511,Small,grey
SRR,-0.020103408624127184,0.557320623716226,No,No,-0.5774240323403532,Small,grey
SRRM1,-0.07187736358890806,-0.7343356377976775,No,No,0.6624582742087695,Small,grey
SRRM2,0.3973980737983336,-0.4563481427759939,No,No,0.8537462165743275,Small,grey
SRRM3,-0.2377660231057197,0.24595025120824499,No,No,-0.4837162743139647,Small,grey
SRRM4,0.6881671093072206,-0.3586228948680459,No,No,1.0467900041752665,Big,grey
SRRT,0.8379449184755758,-0.6499979261422819,No,No,1.4879428446178578,Big,grey
SRSF1,0.5450601251527578,-0.3938386500220332,No,No,0.938898775174791,Small,grey
SRSF10,0.6615265458409163,-0.5909399376747153,No,No,1.2524664835156316,Big,grey
SRSF11,0.4382738231968739,-0.5671236115831615,No,No,1.0053974347800354,Big,grey
SRSF12,-0.6931017447227696,0.3093620010780942,No,No,-1.0024637458008638,Big,grey
SRSF2,0.11274333766901723,-0.5501106944980059,No,No,0.6628540321670231,Small,grey
SRSF3,0.43326561675962694,-0.3618813804828793,No,No,0.7951469972425063,Small,grey
SRSF4,0.3717533768294077,-0.31948767416297486,No,No,0.6912410509923825,Small,grey
SRSF5,0.2990473882104556,-0.45070814779379376,No,No,0.7497555360042494,Small,grey
SRSF6,0.15054147729974598,-1.1151450895593182,No,Down,1.2656865668590642,Big,ltblue
SRSF7,0.7534164195303443,-0.31587340874808856,No,No,1.0692898282784329,Big,grey
SRSF9,0.3997951373970583,-0.7716488424502437,No,No,1.171443979847302,Big,grey
SRXN1,-0.6245801321304221,0.5012840053750258,No,No,-1.125864137505448,Big,grey
SS18L1,0.4739553958011049,0.3109796839788874,No,No,0.16297571182221748,Small,grey
SSB,-0.4576447859465449,-0.488212447866033,No,No,0.03056766191948812,Small,grey
SSBP1,-0.241001896795773,-0.3804669142667212,No,No,0.1394650174709482,Small,grey
SSBP2,3.1013675419937208,0.5775220765922171,Up,No,2.5238454654015037,Big,blue
SSBP3,0.7344966398256596,1.1104277182092321,No,Up,-0.37593107838357254,Small,ltblue
SSBP4,0.22348480559866246,-0.36469873346456083,No,No,0.5881835390632233,Small,grey
SSH1,0.7293620044329091,0.20294005867027476,No,No,0.5264219457626343,Small,grey
SSH2,0.34845122648757654,-0.015814112413032433,No,No,0.36426533890060897,Small,grey
SSH3,0.5313095138985905,0.6564831370872959,No,No,-0.1251736231887054,Small,grey
SSR1,-0.010522494658975035,-0.20631210564043911,No,No,0.19578961098146408,Small,grey
SSR4,0.6581565399169431,-0.08888291448833563,No,No,0.7470394544052787,Small,grey
SSRP1,1.1101712391672356,-0.7727732746605085,Up,No,1.882944513827744,Big,blue
SSSCA1,0.6503128594944148,0.3514476450150168,No,No,0.29886521447939796,Small,grey
SSTR2,1.4149651038153381,NA,Up,NA,NA,NA,NA
SSU72,0.33135727130409,-0.1310781420617726,No,No,0.4624354133658626,Small,grey
ST13,-0.1870694792402805,-0.30137412837169464,No,No,0.11430464913141414,Small,grey
ST3GAL4,-0.19177345364924436,-0.7500217469916524,No,No,0.558248293342408,Small,grey
ST6GAL2,-0.728696934963518,0.7628442259918113,No,No,-1.4915411609553293,Big,grey
ST7,1.3268945954271014,0.06872864343439655,Up,No,1.2581659519927049,Big,blue
ST8SIA2,0.1994109651944571,1.2245222709443961,No,Up,-1.025111305749939,Big,ltblue
ST8SIA3,-0.76769563187291,-1.5159141113691916,No,Down,0.7482184794962816,Small,ltblue
ST8SIA4,0.29352206081264576,1.0914801608068228,No,Up,-0.797958099994177,Small,ltblue
STAB1,-0.4075533041814563,-0.4104297181633001,No,No,0.002876413981843795,Small,grey
STAG1,1.0375187021125756,-0.9688038912645265,Up,No,2.006322593377102,Big,blue
STAG2,0.39463547291413015,-1.503979161172099,No,Down,1.898614634086229,Big,ltblue
STAM,-0.2351041594226695,0.2560763732800986,No,No,-0.49118053270276807,Small,grey
STAM2,0.04761912369781163,0.32787162495919375,No,No,-0.2802525012613821,Small,grey
STAMBP,-0.23976783075269537,-0.17770847489834196,No,No,-0.062059355854353404,Small,grey
STARD10,0.18500183943636195,0.42400684454703175,No,No,-0.2390050051106698,Small,grey
STARD3,0.2954239416901747,-0.5448053742491741,No,No,0.8402293159393488,Small,grey
STARD3NL,-0.40091641381574794,0.5100641066646157,No,No,-0.9109805204803636,Small,grey
STARD7,0.4649624578900218,0.03805239193919796,No,No,0.4269100659508238,Small,grey
STAT1,-0.6498579326107443,-0.7056764765404626,No,No,0.0558185439297183,Small,grey
STAT2,0.39738239395760777,-0.1796925535164613,No,No,0.5770749474740691,Small,grey
STAT3,-0.8257784351516664,-0.4985921964718276,No,No,-0.32718623867983876,Small,grey
STAT5B,0.9466054573599314,-1.5117716260705656,No,Down,2.4583770834304968,Big,ltblue
STAU1,0.5217966431910597,0.20834921111143423,No,No,0.31344743207962544,Small,grey
STAU2,-0.5167399181251127,0.16915249719800585,No,No,-0.6858924153231185,Small,grey
STIM1,-0.7958684756664589,-0.441243694972945,No,No,-0.3546247806935139,Small,grey
STIM2,0.1438780642231443,-0.03086096370476099,No,No,0.1747390279279053,Small,grey
STIP1,0.6112207272544463,0.15150220352869148,No,No,0.45971852372575484,Small,grey
STK10,-0.4190833055034736,-0.23749014884110942,No,No,-0.1815931566623642,Small,grey
STK11,0.4582351198246295,0.4798020608578586,No,No,-0.021566941033229092,Small,grey
STK11IP,0.2281962814252847,0.1294922396327225,No,No,0.0987040417925622,Small,grey
STK24,0.2755265212808049,-0.1243861489517446,No,No,0.3999126702325495,Small,grey
STK25,0.2678570992927991,-0.27328021486437315,No,No,0.5411373141571723,Small,grey
STK3,-1.239868972143117,-0.794019285496125,Down,No,-0.4458496866469921,Small,blue
STK32C,0.3007803162045102,2.268175079246399,No,Up,-1.9673947630418889,Big,ltblue
STK33,-2.4150556929575173,-1.4764046972410112,Down,Down,-0.9386509957165061,Small,yellow
STK38,0.7262897062243701,0.15517294360572542,No,No,0.5711167626186446,Small,grey
STK38L,-0.05012162433784462,0.46830860216564574,No,No,-0.5184302265034904,Small,grey
STK39,-1.0220105177972196,-1.5625683839406452,Down,Down,0.5405578661434256,Small,yellow
STK4,0.0714024578472423,0.15842369168418458,No,No,-0.08702123383694227,Small,grey
STMN1,0.8097082637716415,0.7746434631651749,No,No,0.03506480060646666,Small,grey
STMN2,0.4458554504594119,1.8092370257871675,No,Up,-1.3633815753277556,Big,ltblue
STMN3,-0.7113938922996947,0.7112276040170098,No,No,-1.4226214963167045,Big,grey
STMN4,-0.054219635852280845,1.5121811841214612,No,Up,-1.566400819973742,Big,ltblue
STOM,-1.2291456608804479,-0.9740758759459389,Down,No,-0.25506978493450894,Small,blue
STOML2,-0.252062163972413,-1.0377549219954183,No,Down,0.7856927580230053,Small,ltblue
STON1,0.34100111871894123,-0.34268665505415985,No,No,0.6836877737731011,Small,grey
STON2,-3.2562485758953934,-1.729681867705831,Down,Down,-1.5265667081895624,Big,orange
STOX2,-1.4548892146284897,-0.29169761030812147,Down,No,-1.1631916043203683,Big,blue
STRA6,-1.3347038365606128,0.22335070436131144,Down,No,-1.5580545409219242,Big,blue
STRADA,0.6144131250627489,0.7800343160580923,No,No,-0.16562119099534334,Small,grey
STRADB,0.14823665104930672,1.648983364753037,No,Up,-1.5007467137037303,Big,ltblue
STRAP,-0.01275094795674736,0.3926013031301032,No,No,-0.4053522510868506,Small,grey
STRBP,-0.050759192668659026,0.22689459065899875,No,No,-0.2776537833276578,Small,grey
STRIP1,NA,0.6508922368939576,NA,No,NA,NA,NA
STRIP2,NA,-6.073248982030638,NA,Down,NA,NA,NA
STRN,-0.14248267228147626,0.0025913157789645425,No,No,-0.1450739880604408,Small,grey
STRN4,0.7706691919593647,0.25683262893129566,No,No,0.513836563028069,Small,grey
STS,-1.1942754173054886,0.29091241028150616,Down,No,-1.4851878275869947,Big,blue
STT3A,0.1403870824378064,-0.6424293568609567,No,No,0.7828164392987631,Small,grey
STT3B,0.6696453347598861,-0.15019003910451723,No,No,0.8198353738644033,Small,grey
STUB1,0.1786881462339327,0.4149851319022648,No,No,-0.23629698566833213,Small,grey
STUM,NA,2.503180456058992,NA,Up,NA,NA,NA
STX10,0.9598653123104088,-0.9459124844377023,No,No,1.905777796748111,Big,grey
STX12,-0.11720047993293647,0.3631960141566388,No,No,-0.4803964940895753,Small,grey
STX17,-0.33990964383697714,-0.14597394965744925,No,No,-0.19393569417952788,Small,grey
STX18,-0.358352240740373,-0.38905697757983404,No,No,0.030704736839461066,Small,grey
STX1A,0.2313118578491009,2.0749175575776366,No,Up,-1.8436056997285357,Big,ltblue
STX1B,-0.16557817898789295,1.1533497266718484,No,Up,-1.3189279056597414,Big,ltblue
STX2,0.6202734358252027,-0.5827138788773762,No,No,1.202987314702579,Big,grey
STX4,0.21293208538320352,-0.00908310476243912,No,No,0.22201519014564264,Small,grey
STX5,0.9538051839128525,0.2046253168972445,No,No,0.749179867015608,Small,grey
STX6,0.8373084741395975,0.1384527059842231,No,No,0.6988557681553744,Small,grey
STX7,0.1334366819021131,0.6196013313702888,No,No,-0.4861646494681757,Small,grey
STX8,-0.20424735280793094,-0.0343515047907772,No,No,-0.16989584801715374,Small,grey
STXBP1,0.20070764330734914,2.0175889527590227,No,Up,-1.8168813094516736,Big,ltblue
STXBP3,-0.25716780956008656,0.042832584644552085,No,No,-0.30000039420463864,Small,grey
STXBP4,1.0484692479884676,-1.133821611821543,Up,Down,2.182290859810011,Big,red
STXBP5,0.7143127350071272,2.012849246875291,No,Up,-1.2985365118681638,Big,ltblue
STXBP5L,0.5323840112095374,-0.9916445999608481,No,No,1.5240286111703853,Big,grey
STXBP6,1.6953796265634917,1.4984268984610187,Up,Up,0.196952728102473,Small,yellow
STYX,-0.5033264187734405,0.1158807120501395,No,No,-0.61920713082358,Small,grey
SUB1,-0.5812718980873908,-0.487065435926306,No,No,-0.09420646216108475,Small,grey
SUCLA2,-0.41299075314854106,-0.047026418754205324,No,No,-0.36596433439433573,Small,grey
SUCLG1,0.12105912946582409,-0.27335178281466455,No,No,0.39441091228048863,Small,grey
SUCLG2,-2.0992100185867395,-1.296658831182702,Down,Down,-0.8025511874040374,Small,yellow
SUCO,NA,0.10433665981473528,NA,No,NA,NA,NA
SUDS3,-0.40006460376253017,-0.6321650221200557,No,No,0.23210041835752548,Small,grey
SUFU,0.7333427873779628,-0.27027532957755085,No,No,1.0036181169555136,Big,grey
SUGP1,0.7634014510356235,-0.5686237639064089,No,No,1.3320252149420324,Big,grey
SUGP2,0.6917602823542381,0.005750601327575211,No,No,0.6860096810266629,Small,grey
SULF2,1.3827434242297516,1.311275937286415,Up,Up,0.07146748694333671,Small,yellow
SULT1A4,NA,-0.10518223669205629,NA,No,NA,NA,NA
SULT1E1,-2.123167739435195,-0.12751342333426674,Down,No,-1.9956543161009281,Big,blue
SULT4A1,0.029646288145218413,1.4569266720820178,No,Up,-1.4272803839367993,Big,ltblue
SUMF2,-0.3053036850544979,-0.3805279688522347,No,No,0.07522428379773682,Small,grey
SUMO1,0.08207977112104459,0.148165879317677,No,No,-0.06608610819663241,Small,grey
SUN1,0.6277694804130824,-0.2556412572364781,No,No,0.8834107376495606,Small,grey
SUN2,1.4467750587049135,-0.4644524413257436,Up,No,1.9112275000306571,Big,blue
SUOX,-0.3488151718076673,0.17656487783585817,No,No,-0.5253800496435255,Small,grey
SUPT16H,0.7953636880644903,-0.7973269174064725,No,No,1.5926906054709629,Big,grey
SUPT20H,NA,0.12749731439162382,NA,No,NA,NA,NA
SUPT5H,0.8234690839653531,-0.53547429130378,No,No,1.3589433752691331,Big,grey
SUPT6H,0.7816454241314599,-0.5152626780657545,No,No,1.2969081021972144,Big,grey
SUPT7L,0.37563976149996225,-0.17309450717884634,No,No,0.5487342686788086,Small,grey
SUPV3L1,0.36981084127713437,-0.19411167869987267,No,No,0.563922519977007,Small,grey
SURF1,0.03576568459214968,-0.2806284658485332,No,No,0.31639415044068286,Small,grey
SURF4,0.29821720004449315,0.23495588280035928,No,No,0.06326131724413386,Small,grey
SURF6,0.19328289101191576,-0.38820975232859034,No,No,0.5814926433405061,Small,grey
SUSD5,-2.1695073562779807,-1.2129937233341979,Down,Down,-0.9565136329437829,Small,yellow
SV2A,-0.46742978152509185,-0.00751875289912185,No,No,-0.45991102862597,Small,grey
SV2B,0.38024910583221283,2.3793563749364326,No,Up,-1.9991072691042198,Big,ltblue
SV2C,-4.697510818013269,-1.8189428963328158,Down,Down,-2.878567921680453,Big,orange
SVEP1,3.2035564964643575,NA,Up,NA,NA,NA,NA
SVIL,-0.6783149292650734,-0.6361599425043316,No,No,-0.04215498676074181,Small,grey
SVIP,-3.403981400198373,-0.06321157825494339,Down,No,-3.3407698219434296,Big,blue
SVOP,0.5734749925180758,0.32388613879223627,No,No,0.2495888537258395,Small,grey
SWAP70,-1.185501043884503,-0.3451664060442212,Down,No,-0.8403346378402818,Small,blue
SYAP1,-0.4353597743246631,-0.2458137791623347,No,No,-0.1895459951623284,Small,grey
SYBU,1.3941959221078344,1.6719936969355755,Up,Up,-0.27779777482774115,Small,yellow
SYF2,0.5560365133465455,-0.8952291568745432,No,No,1.4512656702210887,Big,grey
SYMPK,0.44382556028646025,-0.6081890525786928,No,No,1.052014612865153,Big,grey
SYN1,-0.6180019410762236,1.1763213207751981,No,Up,-1.7943232618514218,Big,ltblue
SYN2,0.04892656842003262,0.9747059798360915,No,No,-0.9257794114160589,Small,grey
SYN3,-1.32697779451899,1.9373040738582965,Down,Up,-3.2642818683772865,Big,red
SYNE1,0.39456099510504394,0.39241065999144453,No,No,0.002150335113599411,Small,grey
SYNE2,1.544647817126019,-1.330899361488635,Up,Down,2.875547178614654,Big,red
SYNE3,NA,-1.2223924213364477,NA,Down,NA,NA,NA
SYNGAP1,-0.39001471206850624,0.5488732437254189,No,No,-0.9388879557939251,Small,grey
SYNGR1,-0.33487766710544964,0.31015092711100944,No,No,-0.6450285942164591,Small,grey
SYNGR3,-0.7679357951408452,0.8721929748604298,No,No,-1.640128770001275,Big,grey
SYNJ1,-0.6291909403826208,0.7035223342027592,No,No,-1.33271327458538,Big,grey
SYNJ2,0.9815065338690782,4.415814604086693,No,Up,-3.4343080702176145,Big,ltblue
SYNJ2BP,-0.8155466811049346,-0.688291747430517,No,No,-0.12725493367441754,Small,grey
SYNM,0.28790223191229103,1.5507871117250414,No,Up,-1.2628848798127503,Big,ltblue
SYNPO,-1.704428715334956,-1.1742851568202415,Down,Down,-0.5301435585147145,Small,yellow
SYNPO2,-3.5400566229954573,0.16646114613874108,Down,No,-3.7065177691341984,Big,blue
SYNRG,0.2817286798436818,0.5558890114844548,No,No,-0.274160331640773,Small,grey
SYP,-1.5362120005595763,0.31720088245658573,Down,No,-1.853412883016162,Big,blue
SYS1,0.3103345200768577,-0.25390044457822736,No,No,0.564234964655085,Small,grey
SYT1,-0.7030704394544784,1.1371835772904841,No,Up,-1.8402540167449626,Big,ltblue
SYT11,-0.2894649611714213,0.4706264889563947,No,No,-0.760091450127816,Small,grey
SYT13,-0.7357510127001099,1.0223945219368398,No,Up,-1.7581455346369497,Big,ltblue
SYT17,-2.4903285862916884,-0.764896526913998,Down,No,-1.7254320593776904,Big,blue
SYT2,-1.1651145227378683,6.090112419664289,Down,Up,-7.255226942402157,Big,red
SYT3,-0.29510879426476144,1.6111979524131712,No,Up,-1.9063067466779327,Big,ltblue
SYT4,1.1844276809087857,1.3061452323832992,Up,Up,-0.12171755147451346,Small,yellow
SYT5,0.006230512329866045,-0.03792248314375435,No,No,0.04415299547362039,Small,grey
SYT6,0.6771330752204432,-1.044168828504132,No,Down,1.7213019037245751,Big,ltblue
SYT7,-2.2441790811841393,1.3091880517957275,Down,Up,-3.553367132979867,Big,red
SYVN1,0.42136343495159023,0.16465478589983817,No,No,0.25670864905175206,Small,grey
SZRD1,NA,-0.4665527161456078,NA,No,NA,NA,NA
SZT2,0.783814038301883,-0.5783141247117909,No,No,1.362128163013674,Big,grey
TAB1,0.6506612997721519,0.1438906618286815,No,No,0.5067706379434704,Small,grey
TAB2,-0.03714082962220999,0.5579954531208866,No,No,-0.5951362827430966,Small,grey
TAB3,-0.40123902083369845,1.1208827332486528,No,Up,-1.5221217540823513,Big,ltblue
TACC1,-0.6353710361661885,-0.3633888155969611,No,No,-0.2719822205692274,Small,grey
TACC2,0.4711123652817859,0.8810411566124827,No,No,-0.4099287913306968,Small,grey
TACC3,-0.32250506756366215,-2.9453194443865973,No,Down,2.622814376822935,Big,ltblue
TACO1,-0.38045178929820134,-0.3756136744235006,No,No,-0.004838114874700761,Small,grey
TADA1,0.058366627510022084,-0.10032614808764251,No,No,0.1586927755976646,Small,grey
TADA2B,0.44276093714869447,-0.24428769864488764,No,No,0.6870486357935821,Small,grey
TADA3,0.29672444349660765,-0.14690139810594793,No,No,0.4436258416025556,Small,grey
TAF1,0.4343131962468827,-0.42456206965186105,No,No,0.8588752658987437,Small,grey
TAF10,0.1111826446744546,-0.32802374598260187,No,No,0.43920639065705647,Small,grey
TAF12,-0.19190733782752156,-0.6541245252285517,No,No,0.4622171874010301,Small,grey
TAF15,-0.02229351716142869,-0.1450033463667335,No,No,0.12270982920530482,Small,grey
TAF4,0.6071284265357701,-0.7351803815586635,No,No,1.3423088080944336,Big,grey
TAF5,1.3946499870524616,-0.7118187802715825,Up,No,2.106468767324044,Big,blue
TAF5L,0.67154533126273,-0.13588342808177334,No,No,0.8074287593445033,Small,grey
TAF6,0.20884029005655336,-0.6377944907204327,No,No,0.8466347807769861,Small,grey
TAF6L,0.11112109636471068,-0.27751084040048646,No,No,0.38863193676519714,Small,grey
TAF7,0.7510685741395529,-0.775501167844153,No,No,1.5265697419837059,Big,grey
TAF9B,-0.2275621914299122,-0.18434177421118658,No,No,-0.043220417218725604,Small,grey
TAGLN,-0.39575140652977087,0.19163348853022022,No,No,-0.5873848950599911,Small,grey
TAGLN2,0.0989634170905167,-0.2544009894933996,No,No,0.3533644065839163,Small,grey
TAGLN3,1.1515981187385051,1.098492397711965,Up,Up,0.05310572102654021,Small,yellow
TALDO1,0.7463221448183273,-0.3436972821575317,No,No,1.090019426975859,Big,grey
TAMM41,-0.19934387898728426,-0.03541431495549574,No,No,-0.16392956403178852,Small,grey
TANC1,-2.213386736798162,-1.268488835925902,Down,Down,-0.94489790087226,Small,yellow
TANC2,0.568312584785172,1.2666871131740738,No,Up,-0.6983745283889018,Small,ltblue
TANGO2,NA,-0.9776754533285459,NA,No,NA,NA,NA
TANGO6,NA,-0.1556508704601951,NA,No,NA,NA,NA
TANK,0.35340903928103184,0.14745450392664594,No,No,0.2059545353543859,Small,grey
TAOK1,-0.0264411031894225,0.8561300744660532,No,No,-0.8825711776554757,Small,grey
TAOK2,-0.27811292164516477,0.1326830496808995,No,No,-0.41079597132606427,Small,grey
TAOK3,0.1504162748327924,0.3515395782772348,No,No,-0.2011233034444424,Small,grey
TAP2,-0.9741441983049818,-1.8193309908824462,No,Down,0.8451867925774644,Small,ltblue
TAPT1,0.9957090110231943,1.3660178324205106,No,Up,-0.37030882139731625,Small,ltblue
TARBP2,0.6029533539565506,0.40443863925108126,No,No,0.19851471470546933,Small,grey
TARDBP,0.4533063287083232,-0.4486069413077125,No,No,0.9019132700160357,Small,grey
TARS,-0.22611451160605478,-0.029116774358945108,No,No,-0.19699773724710967,Small,grey
TARS2,0.11158600476985558,-0.3099410210443665,No,No,0.4215270258142221,Small,grey
TARSL2,0.6182615648619425,-0.4517712729890029,No,No,1.0700328378509454,Big,grey
TATDN1,-0.3228009482286236,-0.37722231429258635,No,No,0.05442136606396275,Small,grey
TATDN3,0.20542613394909748,0.16365918921754208,No,No,0.0417669447315554,Small,grey
TAX1BP1,0.044469453520288305,-0.2250968490801153,No,No,0.2695663026004036,Small,grey
TAX1BP3,1.2908351282621289,0.03160199738582925,Up,No,1.2592331308762996,Big,blue
TBC1D1,1.328589784219082,0.46942690650145114,Up,No,0.8591628777176308,Small,blue
TBC1D10A,0.4160696220331481,1.3905769986368437,No,Up,-0.9745073766036956,Small,ltblue
TBC1D10B,0.5674387261256957,0.7657414154711404,No,No,-0.1983026893454447,Small,grey
TBC1D12,-0.25772013458102516,1.011874100288292,No,Up,-1.2695942348693172,Big,ltblue
TBC1D13,0.192638972455363,0.27404716017914943,No,No,-0.08140818772378644,Small,grey
TBC1D14,1.7408032198690244,0.8354163413523663,Up,No,0.9053868785166581,Small,blue
TBC1D15,0.5371784578175475,-0.6411963401427396,No,No,1.178374797960287,Big,grey
TBC1D17,0.8588873021413441,0.746277581016173,No,No,0.11260972112517109,Small,grey
TBC1D19,-1.1210923073723373,0.820106829466452,Down,No,-1.9411991368387893,Big,blue
TBC1D20,0.14660444728263533,-0.2511687977566277,No,No,0.39777324503926303,Small,grey
TBC1D22A,-0.16423708661256264,0.18423283812619573,No,No,-0.3484699247387584,Small,grey
TBC1D22B,0.1703274959188712,-0.3836049914421862,No,No,0.5539324873610574,Small,grey
TBC1D23,0.1853342992805409,-0.5981983278778511,No,No,0.783532627158392,Small,grey
TBC1D24,-0.2333436538252247,0.6227776146534527,No,No,-0.8561212684786774,Small,grey
TBC1D25,0.6383827417158745,0.7125716185825963,No,No,-0.07418887686672182,Small,grey
TBC1D2B,0.39618214719429423,-0.17155184866887474,No,No,0.567733995863169,Small,grey
TBC1D4,0.4799471925297912,0.5876452240788854,No,No,-0.10769803154909424,Small,grey
TBC1D5,-0.14733364373898994,-0.5602180593644945,No,No,0.4128844156255046,Small,grey
TBC1D7,0.19273786266915183,0.5875255400739965,No,No,-0.39478767740484466,Small,grey
TBC1D8,-0.3344912501872175,0.501397784082025,No,No,-0.8358890342692424,Small,grey
TBC1D9,-0.8818702926111328,0.5039884221885922,No,No,-1.385858714799725,Big,grey
TBC1D9B,0.44887381890198474,0.38125426723635236,No,No,0.06761955166563238,Small,grey
TBCA,-0.18947691999575778,-0.12586216342993772,No,No,-0.06361475656582005,Small,grey
TBCB,0.5012330305710782,0.9307322720713689,No,No,-0.42949924150029073,Small,grey
TBCC,0.9206466592967724,0.4220973950982767,No,No,0.49854926419849566,Small,grey
TBCCD1,1.3042532261189952,0.68034240353531406,Up,No,0.6239108225836811,Small,blue
TBCD,0.3885801001274629,0.7481060541237632,No,No,-0.3595259539963003,Small,grey
TBCE,-0.13136925324033788,0.3857404503862192,No,No,-0.5171097036265571,Small,grey
TBCEL,0.6456384651138911,-0.1471914001479142,No,No,0.7928298652618053,Small,grey
